sentence,target_logits,concept_logits,concept_gradient,label,concept_label
i have long remembered that with intense horror as her being raped and tortured that was happening it was not without her consent,[[0.98867995 0.01132009]],[[0.02452078 0.01712085 0.7277502 ]],[[ 0.16316862 -0.06159724 -0.00844839]],0,[[0. 0. 0.]]
shot by a muzzie that reported to a dyke who answered to a leftist mudshark in communist mn yeah i believe it,[[0.00321262 0.9967874 ]],[[0.24798886 0.95548177 0.3066823 ]],[[0.02082313 0.15557727 0.00244656]],1,[[1. 1. 1.]]
<user> me to you 😂 or i am like you know what i take it back fuck you too hoe 💀,[[0.9928905  0.00710948]],[[0.0244085  0.00524652 0.6240706 ]],[[ 0.12822863 -0.11264486 -0.00653458]],0,[[0. 0. 1.]]
<user> eldar is queer race imperium of man is patriarchy welcome to the new faggotry lmao,[[0.25481984 0.7451802 ]],[[0.11530338 0.01937016 0.69044167]],[[-0.02064099  0.2656674   0.02426979]],1,[[0. 0. 0.]]
that niggah do not do nothing but make you cry girl you dating a onion,[[0.961804   0.03819606]],[[0.67512804 0.00819402 0.6291423 ]],[[ 0.34374157 -0.18350932  0.01786997]],0,[[0. 0. 0.]]
fuck off we have more than enough muzzies to deal with,[[0.00493168 0.9950683 ]],[[0.11962625 0.9485281  0.0852728 ]],[[0.04488919 0.18170653 0.01320112]],1,[[0. 1. 0.]]
black be bootyful sheboons something even their gorillas dont want nobody wants,[[0.00281818 0.9971819 ]],[[0.79392564 0.8533075  0.93871146]],[[ 0.01596625  0.13218543 -0.0097739 ]],1,[[1. 0. 1.]]
my gay ass cant take this anymore,[[0.9720426  0.02795737]],[[0.0409317  0.00392012 0.45957834]],[[ 0.22173862 -0.10565767 -0.02568171]],0,[[0. 0. 0.]]
<user> <user> self defense your shit the police officials in white shirt sitting in their air con office are the one to blame they trained up the police to dehumanize hk citizens they allowed the police to ignore the police general orders and use excessive violence to get things done,[[0.9960905  0.00390951]],[[0.04494686 0.00600779 0.05527177]],[[ 0.12248658 -0.0686448  -0.06209391]],0,[[0. 0. 0.]]
day <number> today in gym we won a game of mattball cause of my retarded ass,[[0.70409197 0.295908  ]],[[0.09149577 0.00501174 0.59285635]],[[ 0.23344737 -0.11308973 -0.01611234]],0,[[0. 0. 0.]]
you can get motion sensor driveway alarms on amazon pretty cheap i have laid out a perimeter around my house with them in case the dogs are sleeping when some unlucky assclown moslem finally figures out my address <wink>,[[0.01033369 0.98966634]],[[0.13723758 0.92783374 0.28554532]],[[-0.0683347   0.25318927 -0.03983243]],1,[[0. 1. 0.]]
nonsense obama could do what he wanted because there was no opposition and no judges over ruling him trump is opposed by dems republicans all levels of judges the media the bureaucracies the deep state and his own kike cabinet and shysters and family,[[0.00491364 0.9950864 ]],[[0.02025182 0.9898037  0.046458  ]],[[0.1200621  0.22875431 0.05264281]],1,[[0. 1. 0.]]
where is the investigation on who gave that lying muzrat traitor a top secret clearance,[[0.00315275 0.9968472 ]],[[0.11243736 0.94814706 0.13965741]],[[0.05820573 0.11771157 0.02907364]],1,[[0. 1. 0.]]
sweden suicide is a foregone conclusion no amount of tweeting raging philosophizing or praying is going to do diddly squat for them so why bother our energy is better spent arming and insulating ourselves from the muzzrats here,[[0.00384393 0.99615604]],[[0.19881421 0.9568384  0.10771501]],[[0.04470871 0.14079025 0.03736354]],1,[[0. 1. 0.]]
q why did the bulldykes beat the faggots in a <number> mile run a because the dykes went lick ity split but the fags had to pack their shit,[[0.00583895 0.99416107]],[[0.7008221  0.03595967 0.7131202 ]],[[0.02198071 0.19635664 0.00956797]],1,[[0. 0. 0.]]
so it a desert kike instead of a european one that wrote it duh it does not matter they are all jews,[[0.00298018 0.9970198 ]],[[0.09168057 0.9978903  0.13538757]],[[ 0.00778468  0.26853776 -0.01683508]],1,[[0. 1. 0.]]
more substance than anything you are ever going to post you disinfo kike,[[0.00302811 0.99697185]],[[0.05931616 0.9933537  0.1780923 ]],[[0.0555681  0.21684182 0.01250358]],1,[[0. 1. 0.]]
why is nobody here talking about that nigger conyers raping white women on the taxpayer dime,[[0.00509724 0.99490273]],[[0.9651105  0.18617107 0.7498653 ]],[[0.0358887  0.1602749  0.00963046]],1,[[1. 0. 0.]]
<user> white suprematists will escalate to coordinating the killing of immigrants and poc with impunity,[[0.9494063  0.05059368]],[[0.6964174 0.0230002 0.204161 ]],[[ 0.22313187 -0.05109282 -0.01559411]],0,[[1. 0. 0.]]
then you pay for the military doing the kike bidding i will not the ag works at the president leisure he can tell the ag to arrest them,[[0.00516747 0.9948325 ]],[[0.02149078 0.98891467 0.06020349]],[[0.06596604 0.30894327 0.01939856]],1,[[0. 1. 0.]]
does anyone get the feeling that nick the spic fuentes is like trying to court <number> something internet savvy boomer conservatives as if they were a thing,[[0.01230151 0.98769844]],[[0.52831227 0.5304703  0.12408364]],[[ 0.01480097  0.16851409 -0.00208404]],1,[[1. 0. 0.]]
someone told me about a good queer shop in old city but i dont remember the name <sad>,[[0.99382126 0.0061787 ]],[[0.01977112 0.02035437 0.23996137]],[[ 0.16184258 -0.06178401 -0.04696493]],0,[[0. 0. 0.]]
calling me a nigger on gab does not faze me i will be really impressed when someone on here calls me a mooncricket,[[0.55316496 0.44683504]],[[0.9602168  0.02183402 0.10194646]],[[ 0.26036367 -0.03079772  0.01673753]],0,[[1. 0. 0.]]
i cant why do all white kids sound like that omg,[[0.96924555 0.0307544 ]],[[0.691947   0.00663267 0.23034504]],[[ 0.24126449 -0.01623535 -0.00587557]],0,[[0. 0. 0.]]
<user> <user> <user> <user> i know this also applies to very light colored peps not standard western white dude white but lighter as that some asians got a problem or scandinavian,[[0.99554884 0.00445114]],[[0.03457725 0.0166843  0.02919424]],[[ 0.1967959  -0.02334988 -0.052812  ]],0,[[0. 0. 0.]]
<user> stephen miller has to be behind this he appears to want to kill all people with brown skin and he willing to start with women children,[[0.8918653  0.10813463]],[[0.53176236 0.01678543 0.2877124 ]],[[ 0.20398171 -0.0804297  -0.01703281]],0,[[0. 0. 1.]]
yeah i got to about just over <number> followers and got shoahed for criticizing amy schumer being cast as barbie and just never bothered to return and surprise surprise i was correct and they nixed that kikey plan but whatevs <happy>,[[0.0091165 0.9908835]],[[0.01533738 0.99441683 0.15856746]],[[0.15438637 0.19278425 0.04157946]],1,[[0. 1. 0.]]
kim cannon sucks nigger dick he can not keep a woman because he has a tiny dick and thinks he is smart,[[0.00505806 0.9949419 ]],[[0.9540767  0.18286881 0.9029337 ]],[[0.04542167 0.18254678 0.01197767]],1,[[1. 0. 0.]]
<user> words are important af and change with the times we no longer describe people as retarded faggot or even indian it called progress forcing people who want things from government to treat others who also pay taxes respectfully seems ok to me,[[0.97804534 0.02195464]],[[0.07941587 0.01130034 0.09102525]],[[ 0.22462411 -0.06439517 -0.03923186]],0,[[0. 0. 0.]]
thanks to retard attempting poetry nigger rick ross filming his blasphemous and expletive laden video in and around the church of saint evstratios in vourvourou thira greek orthodox now understand what i mean when i state niggers are shit,[[0.00828645 0.9917135 ]],[[0.9879479  0.08246767 0.35020894]],[[ 0.18411353  0.06405636 -0.02347764]],1,[[1. 0. 0.]]
<user> feminists just want equal rights in the professional world the laws and the same security with which men roam around alone on streets at <number> am we want to make our own future without involving every male relative around and not get raped too much to ask,[[0.9892747  0.01072533]],[[0.02016577 0.01107661 0.8346299 ]],[[ 0.20745607 -0.08941082  0.00085284]],0,[[0. 0. 0.]]
do not worry negress q speaks and we will show the nigger rigging a marcus garvey boat ticket is in your future,[[0.00394318 0.9960568 ]],[[0.9804324  0.13034908 0.45540088]],[[ 0.15300319  0.10676441 -0.00495554]],1,[[1. 0. 1.]]
as evidenced by the fact that they do not attack nigger toxic masculinity like rappers ball players with the same ferocity with which they attack toxic white men,[[0.00493921 0.99506074]],[[0.993246   0.04853312 0.638883  ]],[[0.16980633 0.13635503 0.02516576]],1,[[1. 0. 0.]]
post that kike star again and you can wear them in the oven,[[0.00425734 0.9957426 ]],[[0.03090293 0.99623954 0.25106978]],[[0.01966416 0.3165062  0.00305037]],1,[[0. 1. 0.]]
<user> when whites and asians have children the kid still comes out white black men are the exact opposite the antithesis to white men,[[0.9376984  0.06230159]],[[0.9246441  0.01505653 0.28286272]],[[ 0.31741935 -0.13879973 -0.049891  ]],0,[[0. 0. 0.]]
all these niggas acting surprised the 2 k20 servers are down open yo eyes jitt these niggas do not care about the community,[[0.99057543 0.00942451]],[[0.5781749  0.00277445 0.52679515]],[[ 0.27199602 -0.14844629 -0.00629754]],0,[[0. 0. 0.]]
on point it all kike mercinary work,[[0.00337703 0.9966229 ]],[[0.0721637  0.983318   0.16027007]],[[-0.02182005  0.22527295 -0.0235802 ]],1,[[0. 1. 0.]]
they should have put this nigger at the back of the plane,[[0.00758266 0.99241734]],[[0.9939505  0.01712746 0.32999796]],[[ 0.18801251  0.14041296 -0.01836169]],1,[[1. 0. 0.]]
trump is a pedophile kike verified power user,[[0.00292501 0.99707496]],[[0.02016239 0.99623775 0.328764  ]],[[0.08215062 0.2805588  0.007857  ]],1,[[0. 1. 0.]]
i am triggered you cry over down votes i will bet mini me would be at your white nigger ass,[[0.00751559 0.9924844 ]],[[0.99599105 0.02528781 0.4845524 ]],[[0.17137949 0.18419205 0.00555505]],1,[[1. 0. 0.]]
just saw a phillies flag on a front porch it should should have a black ribbon tied to it,[[0.9689535  0.03104658]],[[0.08428633 0.0492484  0.35324952]],[[ 0.12282564 -0.12360169 -0.04593454]],0,[[0. 0. 0.]]
chipped black nail polish,[[0.9842179  0.01578213]],[[0.11880071 0.01158391 0.25944495]],[[ 0.1868571  -0.14378107 -0.04851947]],0,[[0. 0. 0.]]
wait i forgot to mention my coworker saw my hobi photocard and asked if it was my bf 😭 🥺 stupid b tch i am dykey dykey,[[0.9954336  0.00456636]],[[0.03030559 0.00677506 0.22847864]],[[ 0.13011214 -0.08269516 -0.04423873]],0,[[0. 0. 1.]]
the german regime is more scared of women like this than than are of any moslem terrorist,[[0.01201046 0.98798954]],[[0.04152482 0.99129194 0.4759187 ]],[[0.06985134 0.26134485 0.00099884]],1,[[0. 1. 0.]]
<user> <user> nothing more than serial rapists both of them he raped women and american taxpayers and she raped america and the american taxpayer,[[0.9680931  0.03190694]],[[0.02107175 0.02227822 0.7019975 ]],[[ 0.23333523 -0.09155143 -0.01167553]],0,[[0. 0. 0.]]
fully agree every personal interaction with these queers reinforces what i already knew severe mental illness and obnoxious to boot,[[0.13387819 0.8661218 ]],[[0.04367858 0.6487324  0.14297114]],[[-0.03200023  0.2648579  -0.012082  ]],1,[[0. 0. 0.]]
duke bout to fall to a nigga named tacko ucf has duke in a submission ufc lol,[[0.9686714  0.03132861]],[[0.7871598  0.00841187 0.5051169 ]],[[ 0.31498253 -0.12214072 -0.01286394]],0,[[0. 0. 0.]]
<user> omitting the part where you raped someone and threatened to kill yourself if they left you,[[0.9930335  0.00696647]],[[0.02981697 0.00532359 0.48528817]],[[ 0.14874785 -0.05129485 -0.0254006 ]],0,[[0. 0. 0.]]
nah its totally cool super fucking hate you tho 🤗,[[0.9670924  0.03290762]],[[0.03160673 0.00765216 0.2951904 ]],[[ 0.17394805 -0.14188898 -0.04463913]],0,[[0. 0. 0.]]
<user> is it colored or black and white and make sure it has red background,[[0.9947371  0.00526286]],[[0.06695571 0.00394315 0.08182365]],[[ 0.1718707  -0.09349301 -0.03690476]],0,[[0. 0. 0.]]
nobody else would find these women attractive but the muzzies routinely fuck sheep and goats an ugly old woman is a treat to them,[[0.00300569 0.99699426]],[[0.15135889 0.9297403  0.63279164]],[[ 0.05559889  0.11488777 -0.00139033]],1,[[0. 1. 0.]]
better believe the kikes are behind these nigger attacks,[[0.00428548 0.9957145 ]],[[0.7337942  0.87387633 0.18492095]],[[ 0.02971481  0.16721159 -0.005404  ]],1,[[1. 1. 0.]]
<user> explicit terrorist imagery that means no more exposing what muzzies are doing,[[0.0100877  0.98991233]],[[0.07003356 0.911465   0.04463192]],[[0.05903756 0.2042326  0.04338602]],1,[[0. 1. 0.]]
<user> queer jews unite 💘 🥰,[[0.5833247 0.4166753]],[[0.30865073 0.9121391  0.13229953]],[[ 0.24578498 -0.06267495 -0.01303589]],0,[[0. 0. 0.]]
older people experience discrimination and abuse but older people refugees are exposed to more injustice and abuse at nduta refugee camp our colleagues celebrated with people with specific needs <user> expose ageism <user>,[[0.99614257 0.00385747]],[[0.01337821 0.00948992 0.2233121 ]],[[ 0.1646429  -0.05093941 -0.03275655]],0,[[0. 0. 0.]]
<user> where the fuck are your socks white boy,[[0.9394588 0.0605412]],[[0.54517215 0.00810034 0.14255682]],[[ 0.25243387 -0.06034161 -0.02950724]],0,[[1. 0. 0.]]
old white people really think they are entitled wow do not doubt the power i have over your exams bitch,[[0.9803458  0.01965428]],[[0.5789383  0.00534064 0.77570176]],[[ 0.28106448 -0.14877272  0.04601629]],0,[[0. 0. 0.]]
pft this is not news he plays for palestine and gaza and all that shit all the time he a well known muzzie kook like cat stevens,[[0.0117867  0.98821336]],[[0.2068189  0.9295838  0.06136009]],[[0.04624632 0.17694324 0.04953829]],1,[[0. 1. 0.]]
<user> <user> ching chong <number>,[[0.01824175 0.9817583 ]],[[0.37677997 0.12539448 0.12246481]],[[ 0.02754917  0.2121407  -0.01007432]],1,[[0. 0. 0.]]
i am holding my celebration until after she get her numbers i know how them white ppl play guilty do not mean shit if they gone give her county time,[[0.6312496 0.3687504]],[[0.96288645 0.01006952 0.6546296 ]],[[ 0.27997768 -0.03084594 -0.02770872]],0,[[0. 0. 0.]]
<user> cuz it is upsetting all of my muzzie friends fam,[[0.07418703 0.92581296]],[[0.10619504 0.8378639  0.02692039]],[[0.02537082 0.2816306  0.0257863 ]],1,[[0. 1. 0.]]
i needed you and you were not there that made me hate you,[[0.9912532  0.00874678]],[[0.04114732 0.00451248 0.62541   ]],[[ 0.18381517 -0.09012073 -0.00997666]],0,[[0. 0. 0.]]
some of the moslem invaders being honoured by the british regime,[[0.8239561  0.17604394]],[[0.02134356 0.9410811  0.0627702 ]],[[ 0.1328654   0.03299924 -0.11244756]],0,[[0. 1. 0.]]
renjun is a lesbian entende,[[0.98823744 0.01176251]],[[0.01585754 0.00761899 0.84282154]],[[ 0.21331307 -0.12469469  0.01239449]],0,[[0. 0. 0.]]
it ain t even noon yet and niggas lying,[[0.99288285 0.0071172 ]],[[0.5795693  0.0020987  0.40699673]],[[ 0.24556774  0.05697606 -0.0106516 ]],0,[[0. 0. 0.]]
<user> <user> <user> <user> compared to other faggots i indeed am,[[0.96872395 0.03127607]],[[0.06363049 0.02012231 0.03038314]],[[ 0.21635677 -0.10058992 -0.08961639]],0,[[0. 0. 0.]]
i know sum bitch made ass niggas man 🤦 🏾 ‍ ♂️ 🤦 🏾 ‍ ♂️ 🤦 🏾 ‍ ♂️,[[0.9863483  0.01365174]],[[0.6065275  0.01192378 0.7715691 ]],[[ 0.27688873 -0.13877869  0.04456723]],0,[[1. 0. 0.]]
questioning my masculinity will not get you nowhere niggers,[[0.08517039 0.9148296 ]],[[0.974241   0.02418477 0.39810616]],[[0.08778931 0.26172072 0.0024385 ]],1,[[1. 0. 0.]]
he managed to articulate what for me has been only knowable but inexpressible at least through words words my constant struggle about what it like to grow up within the ex yugo context in my case 1 st generation immigrant to macedonian parents,[[0.97712016 0.02287984]],[[0.14866851 0.11850621 0.21159121]],[[ 0.17936763 -0.03146948 -0.02484053]],0,[[0. 0. 0.]]
you are an illiterate kike apparently ey <wink>,[[0.00386902 0.99613094]],[[0.04620943 0.9794763  0.10918121]],[[ 0.01116452  0.21516559 -0.01374901]],1,[[0. 1. 0.]]
in two tweets a naive cuck and midwit jew perfectly illustrate white jew relations cuck sees jewish listed twice on dnc tweet hmm sumptins fishy kike tries to shut it down anti semite cuck expects fairness and explains kike suck my dick harder goyim,[[0.00279353 0.9972065 ]],[[0.5305012  0.97889805 0.6247007 ]],[[0.02348113 0.17347199 0.00428525]],1,[[0. 1. 0.]]
